"ID","Up_regulated"
"hsa-miR-96-5p","FAM162B,FHOD3,CCDC89,DPYSL3,RAB9B,DMGDH,GRK5,TLCD1,ANK2,TMLHE,IL33,ITSN1,MAP7D3,FAM92A1,SFXN4,PAK3,FAM18A,LOC283392,ICA1L,SRD5A2,ANGPT1,DZIP1,LRRK2,KCNJ3,ADCY5,PLEKHA2,PTGER2,KCNJ8,LOC284276,JAZF1,GPX8,FERMT2,STARD8,C1QL1,ASPA,IRAK3,RNF180,C7orf58,FGF2,GSTM5,GCOM1,MAP3K12,KIAA1614,TMEM35,PRDM5,LRRN3,GJD3,MAMLD1,FAM107A,TMEM200B,JAKMIP2,SLMAP,LCA5,FRMD6,SVIL,MYLK,DNM3,SLC8A1,DAB1,LOC399959,FGL2,RHOJ,C7orf51,ZEB2,GPR161,ARHGAP20,STK33,MTMR8"
"hsa-miR-425-3p","REC8,PJA1,KCNG1,TNMD,IQCK"
"hsa-miR-181b-5p","CRYGD,BMP5,HMGCLL1,FAM196B,NRK,C1QL1,C5orf34,COLEC10"
"hsa-miR-92a-3p","TSPAN18,ANO6,TRPM4,AFF2,TSHZ2,DAAM2,KIF26B,RBMS3,PAPPA,PEG3,PLEKHA2,TMEM37,GPX8,LHFPL2,SEMA6D,RNF180,MAP3K12,MAMDC2,EYA4,GNAO1,LCA5,PDE7B,LOC283856,SAMD12,MST4,ARHGAP20,STK33"
"hsa-miR-200a-3p","MAPK8IP2,FAM55C,SCARA3,ANO6,TRPM4,DAAM2,SYT10,TFE3,PLEKHA2,GCNT4,GPX8,LHFPL2,GJD3,ALDH1L2,TRIM9,PDE7B,TNIK,CERK"
"hsa-miR-148b-3p","XKRX,NRCAM"
"hsa-miR-20a-5p","SIX2"
"hsa-miR-3613-5p","FAM5B"
"hsa-miR-145-5p","POLR1B"
"hsa-miR-375","TRIM61,PPARGC1B,TMLHE,GPX8,PCDH7,MAP3K12,ZNF846,MGC16703"
"hsa-miR-182-5p","SLC47A1,EPHA10,TLCD1,TMLHE,MAP7D3,DAAM2,PAK3,DCC,RBMS3,SOX5,PEG3,CPEB1,DZIP1,LRRK2,PLEKHA2,LOC284276,GPX8,SEMA6D,RNF180,C7orf58,MAP3K12,MAMDC2,PRDM5,LCA5,FRMD6,SLC8A1,STK33,MTMR8"
