"ID","Up_regulated"
"hsa-miR-942","CCDC136,RNF150,PDZRN3,KCNN2,PARK2,PARD3B,ASB5,FAM168B,C17orf39,FILIP1,STON1,PLN,KBTBD10,TSPAN18,NEXN,CACNA2D1,ANTXR2,CELF2,PTGFR,OMD,DNAJB5,SPOP,MAPK4,KCTD7,NCAM1,TECPR2,ARHGEF37,DPYSL3,C2orf40,EIF4E3,CKMT2,PRICKLE2,MTTP,EPM2A,FIGF,PPARGC1B,RAB23,ACOX2,JAM3,TIAM2,ABI2,TSG1,C5orf53,EFHA2,RAB9B,C7orf41,RBPMS,LOC100302640,TCEAL1,COL4A6,PPAPDC3,DMGDH,NKAPL,CNN1,ABL1,LAMA4,EML1,PYGB,GRK5,PJA2,ACACB,SLC25A4,C9orf47,PPP1R14A,STRN3,CSRP1,HABP4,VCL,FAM110B,LMOD3,ITGB1BP2,NFIX,FXYD6,ANK2,DMD,TBX20,MAP1B,MPL,TBX4,MAPT,LOH12CR2,TRIM3,TAGLN,FBXL22,SPARCL1,AQP1,ENTPD1,MLXIP,RABGAP1,NBEA,KCNH2,RHOB,SYNM,ARHGAP24,KCNQ4,ACTG2,TCEAL2,BIN1,HECTD2,AKAP6,PTGIS,DYSF,CPXM2,DAAM2,TNFAIP8L3,SSPN,SETBP1,TACC1,ITIH5,GPR133,EVC,TACC2,FAM129A,GATA5,DACT3,TTLL11,CDC42EP3,ENAH,GPRASP1,PDLIM3,RYR3,GPR135,TMEM229A,RBMS3,C8orf84,ALDH1B1,FBXO31,C6orf186,THRA,DYNC1I1,PPP1R12B,RNF38,RIC8B,CRTC3,BVES,PTPLA,OGN,SH3BGR,SETD7,HAND2,TSHZ3,ATP2B4,TPM1,ADCY9,AFAP1,FBXL7,NCALD,PRELP,NEURL1B,EPHA3,NOL4,NRP2,GYG1,ASB16,CLIC4,GPRASP2,MSRB3,ITPR1,LMOD1,AKAP2,ZNF25,ZBTB47,LOC653653,KIAA0427,LSM11,PRKG1,PDE1C,PART1,PSD,CPEB1,HTR1B,BAG2,RBPMS2,FAM36A,MBD5,PRKACB,LONRF3,NEURL,LONRF2,APBB1,ACTA2,C21orf34,FLNA,ASB1,ADCY5,JPH2,SGCD,MID2,CALM1,INPP5A,SPEG,HLF,NBLA00301,TMOD1,CSDE1,SH3BGRL,HPSE2,ZHX3,NXPH3,REEP2,ANGPTL7,SYNE1,KIF13A,PLIN4,KCNJ8,CASQ2,NFIA,ZMYND11,MAP1A,FAM180B,REEP1,FNBP1,MRGPRD,RASD2,LIMS2,ASXL3,DCHS1,FOXN3,OSBPL10,KLHL4,MCAM,CCDC69,ABI3BP,MEF2A,DIXDC1,PARVA,DYM,PMP22,BMPR1A,PTGS1,PBX3,CGNL1,BCHE,NR3C2,MRAS,KLHL13,JAZF1,JMY,ITGA7,CNRIP1,ARHGAP10,RCAN2,DSTN,ITGA1,LMO3,FAM54B,NLGN1,PCP4,DYNC1LI2,SLC2A4,CAMK2G,ARHGEF17,ADAMTSL3,FERMT2,KCNMB1,CACNB2,ANGPTL1,KIAA1377,ZFHX4,ATP1A2,GPR26,TGFB1I1,PDE5A,AMOTL1,ITGA9,C20orf166,HEPH,ARHGAP1,PYGM,FYN,DCAF12L2,ROR1,KIAA1462,RAP1A,KLHDC5,NECAB1,CRTAP,PCDHGA12,AGTR1,ACTC1,IL17RD,ACTN1,TSPAN2,C5orf4,PGM5P2,CFL2,PNMA1,KLF12,SGCB,PRUNE2,KIAA1737,C16orf45,MKX,PBX1,TRPC1,COL19A1,ADD1,CNTN1,MYL9,ITGB3,PALLD,C5orf41,WDR7,CLEC3A,RNF180,ARMCX1,ATP8B2,ADARB1,COX7A1,C7orf58,FGF2,ZYG11B,TMOD4,SYT11,ZNF280D,C1orf70,DTNA,FOXP2,ZFPM2,SMTN,C20orf200,KIAA2022,NACC2,ROCK1,CLIP3,ZAK,FAM138B,PGM5,GCOM1,HPD,SACS,NFIC,FHL1,LOC401093,SLC30A8,STARD13,ANGPTL2,ZEB1,MGP,PRKAB2,SH3D19,GATA6,PRDM6,RASL12,PPP1R1A,SPHKAP,PKD1,PRDM8,WBSCR17,GEFT,RERG,BNC2,FAM190B,STXBP5L,RUNX1T1,BHMT2,PITPNM2,TMEM55A,BCL2L2,FAM189A2,MARCH2,ADAM33,SOBP,MFN2,NNAT,MYH11,STX2,KIAA1614,PRKAA2,TMEM35,KY,LOC100128239,MAMDC2,AOC3,RAI2,PTBP2,GSN,GNAL,CALD1,PPP1R12A,KCNMA1,SDC2,GARNL3,SCUBE3,RIMS3,ITPKB,MRVI1,AXL,CDC42BPA,KLHL30,PLSCR4,CBX7,CACNA1H,C3orf70,RUSC2,MACF1,DISP1,C3orf18,TRAK2,IGSF21,CACNA1C,PDZRN4,LOC92973,PIP5K1C,KANK2,SLC25A12,HRNBP3,PLCB4,CAMK2A,NFASC,DES,DYNC1H1,TLN1,LRCH2,PDE2A,FYCO1,EZH1,NEGR1,PITPNB,ZCCHC24,FGF10,NUDT10,TEAD1,GAS7,CHRM3,ANO5,SLMAP,TOR1AIP1,CHRM2,SPTBN4,MAOB,GNAO1,TPM2,SVIL,TMEM108,PKIG,KIAA1644,MYOM1,DENND5A,MYLK,MAP4,STAT5B,FBXO30,EPHA7,SLC8A1,LOC92249,OSBPL1A,TNS1,NT5DC3,SLC2A13,KLF17,PPP3CB,RERE,MYOCD,MYST4,ANXA6,KATNAL1,PDE3B,P2RX1,SDPR,NEK9,DOK6,SGCA,SLC25A23,C6orf168,CC2D2A,TTLL7,LOC399959,FGL2,ARHGEF9,SORBS2,DPT,ABCC9,LOC283174,ZEB2,TACR2,LOC644538,HDAC4,NCS1,PDE1A,SORBS1,CKB,ZBTB4,MITF,MBNL1,CNST,MPDZ,DIP2C,CAP2,EEF2K,CORO1C,PDLIM7,CCDC50,PCDH18,ARHGAP20,RANBP3L,ILK,GLP2R,IGSF9B,COPZ2,WFS1,PLCD4,MXRA7,GPR124,KCNK3"
"hsa-miR-101-3p","LRRN4CL,NOVA1,PCDHGA5,SGK269,SPON1,KCND3,EDNRA,EPHA3,LOC653653,SYNE1,PCDHGB7,ST8SIA1,C9orf102,C10orf72,ATP8B2,NAP1L2,C10orf108,SMAD9,SLIT2,PAM,PRIMA1,PCDH18,C20orf194,GPR124,RECK"
"hsa-miR-100-5p","SIK1"
"hsa-miR-423-5p","RNF150,FILIP1,CACNA2D1,MTTP,C9orf47,LMOD3,DMD,TBX20,MAP1B,MAPT,DYSF,CPXM2,DAAM2,TACC1,DYNC1I1,SH3BGR,PPM1L,ATP2B4,MEIS2,AKAP2,ZBTB47,PRKG1,PART1,SGCD,MAP1A,PARVA,AMOTL1,ITGA9,ROR1,PRUNE2,PBX1,ITGB3,C7orf58,ZYG11B,TMOD4,NACC2,NFIC,PKD1,PRKAA2,KCNMA1,SLC25A12,PLCB4,TLN1,LOC92249,MYOCD,KATNAL1,MPDZ,CCDC50,RANBP3L,GLP2R,IGSF9B"
"hsa-miR-99a-5p","CLCA4,NIPAL2,FRMD4B"
"hsa-miR-145-3p","HIGD2B"
"hsa-miR-486-5p","FAM5C"
"hsa-miR-191-5p","GPBAR1"
"hsa-miR-126-5p","PARK2,FAM168B,C17orf39,STON1,KBTBD10,CELF2,OMD,ARHGEF37,C2orf40,EIF4E3,CKMT2,EPM2A,ACOX2,JAM3,C5orf53,NOVA1,EFHA2,RAB9B,C7orf41,KIRREL,COL4A6,PPAPDC3,DMGDH,ABL1,AFF3,EML1,PJA2,FAT4,DNAJC18,SLC25A4,ECM2,FAM110B,IL6ST,NFIX,AQP1,MLXIP,RABGAP1,NBEA,NFIB,KCNH2,TCEAL2,HECTD2,CSRNP3,SSPN,SETBP1,ITIH5,GPR133,FAM129A,RYR3,ALDH1B1,PPP1R12B,RNF38,OGN,SETD7,TSHZ3,TPM1,ADCY9,FBXL7,NCALD,PRELP,UNC5C,MSRB3,ITPR1,LMOD1,CCDC80,PDE1C,PSD,CPEB1,FAM36A,LRRK2,MBD5,LONRF2,C21orf34,FLNA,PLCL1,HLF,NBLA00301,ZHX3,NXPH3,REEP2,CASQ2,ZMYND11,FAM180B,REEP1,PABPC5,LIMS2,ASXL3,FOXN3,OSBPL10,MCAM,CCDC69,ABI3BP,DYM,PTGS1,PBX3,NR3C2,CNRIP1,ARHGAP10,RCAN2,DSTN,LMO3,FAM54B,NLGN1,SLC2A4,ADAMTSL3,ATP1A2,PDE5A,ST8SIA1,PYGM,FYN,RAP1A,C10orf72,CRTAP,PCDHGA12,ACTC1,PODN,FBLN5,TSPAN2,PGM5P2,KLF12,SGCB,TRPC1,ADD1,CNTN1,MYL9,RNF180,ARMCX1,ATP8B2,SYT11,FOXP2,ZFPM2,SMTN,ROCK1,CLIP3,ZAK,PGM5,GCOM1,ANGPTL2,ZEB1,SH3D19,WBSCR17,GRM7,RERG,FAM190B,STXBP5L,RUNX1T1,BHMT2,PCDH7,FGFR1,SOBP,MFN2,NNAT,MYH11,TMEM35,KY,MAMDC2,AOC3,RAI2,GNAL,PPP1R12A,SDC2,ITPKB,CDC42BPA,ZNF354C,CACNA1H,C3orf70,RUSC2,C3orf18,PDZRN4,LOC92973,PIP5K1C,CAMK2A,LRCH2,PDE2A,FYCO1,NEGR1,FGF10,CHRM3,TOR1AIP1,CHRM2,TNXB,MAOB,GNAO1,MYOM1,MAP4,FBXO30,EPHA7,SLC8A1,DCN,TNS1,SLC2A13,SDPR,NEK9,SLC25A23,CC2D2A,FGL2,ARHGEF9,SORBS2,DPT,ABCC9,ZEB2,TACR2,LAMA2,LOC644538,HDAC4,NCS1,CKB,MITF,CNST,DIP2C,ARHGAP20,WFS1,MXRA7,ABCB5,GPR124,KCNK3"
"hsa-miR-21-5p","LRRN4CL,CSGALNACT1,ABCA8,PCDHGA5,DLG2,SPON1,SOX5,LPAR1,C9orf102,NRXN1,PAM,PPAP2B,RECK"
